model,mae,median_ae,bias
global_median,1.2090834112385092,0.9272222222222224,-0.11623907036212142
site_x_weekend_x_hour_median,1.1041528499546318,0.7656944444444446,-0.11110962174745892
user_history_else_site_hour,0.9336297968966245,0.5798611111111112,-0.09554711200931194
gbm_quantile_median,0.8663516280091049,0.5371812138674623,-0.24262366182051842
