treated_year,control_year,metric,treated,control,did,ci_low,ci_high,n_treated,n_control
2017,2016,retention,0.4467430807939614,0.47090480995627315,-0.02416172916231174,-0.049253302083865205,0.0023633350607428364,3577,2973
2017,2016,stayer_log_change_sessions,-0.17104241642730994,0.01043293730240801,-0.18147535372971796,-0.2559545290631065,-0.10492630829919525,3577,2973
2017,2016,stayer_change_kwh,-0.31641469809205763,-0.15820321702610504,-0.1582114810659526,-0.4874290428348382,0.12641720228276676,3577,2973
2017,2016,stayer_change_idle_h,-0.13560295822226137,-0.012175252659837937,-0.12342770556242344,-0.18197731988109073,-0.06276942106881837,3577,2973
2016,2015,retention,0.47090480995627315,0.4634560906515581,0.007448719304715079,-0.022980302419604585,0.036029025154625825,2973,1765
2016,2015,stayer_log_change_sessions,0.01043293730240801,0.20720804266253368,-0.19677510536012566,-0.28046567903077285,-0.10617360080650352,2973,1765
2016,2015,stayer_change_kwh,-0.15820321702610504,0.25227488666769754,-0.41047810369380255,-0.7670799794534608,-0.05877260144728479,2973,1765
2016,2015,stayer_change_idle_h,-0.012175252659837937,0.10044678682816668,-0.11262203948800462,-0.19154284912517905,-0.03049997664112951,2973,1765
