policy,seed,fleet,chargers,sites,battery_kwh,sample_frac,requests,service_rate,lost_rate,wait_mean_min,wait_p50_min,wait_p95_min,trips_per_vehicle_day,util_with_rider,share_charging_or_queued,share_idle,empty_km_share,charge_km_per_vehicle_day,sessions_per_vehicle_day,queue_wait_mean_min,queue_wait_p95_min,grid_mwh_per_day,energy_cost_usd_per_day,avg_price_usd_mwh,peak_charging_mw,depletions,energy_residual_kwh,runtime_s,events,label
queue_aware,3,550,36,6,40.0,0.2,148559,0.9276045207627945,0.07239547923720542,6.876728004679877,7.090385307411392,9.820249501329574,35.793246753246756,0.34467061194735155,0.02185957394216791,0.4715698365799471,0.31471591995198656,2.5123700666981326,1.0244155844155844,2.8514982848497996,18.329920728269396,15.075515241432385,539.1167064503044,35.76107999072812,3.139534790694309,0,-8.352435543201864e-08,10.699821291986154,573820,E1_main
queue_aware,4,550,36,6,40.0,0.2,148727,0.9328097789910372,0.06719022100896273,6.828146257279544,6.995263496034022,9.817427653555546,36.034805194805195,0.3475706973189086,0.022273182192912456,0.4670690803271121,0.314567710114366,2.4622226131939122,1.0332467532467533,3.23831852069694,21.024952088104758,15.201051466320513,542.0476998627777,35.65856618956524,3.1684000225759883,0,-8.021379471756518e-08,10.820075749972602,574109,E1_main
queue_aware,5,550,36,6,40.0,0.2,148738,0.9270663851873765,0.07293361481262355,6.837993930001467,7.045679483645653,9.822389853111234,35.81558441558442,0.3449924603478838,0.021788969732101867,0.47155564613232365,0.3138878857371326,2.512494026501472,1.0355844155844156,2.43333759727772,14.645824189398834,15.228337429129777,550.7406217663644,36.16551211380903,3.262931471717071,0,-7.970811566337943e-08,10.616572333005024,573279,E1_main
queue_aware,6,550,36,6,40.0,0.2,148974,0.9277390685622995,0.07226093143770054,6.915294784117186,7.206493534096808,9.827546979590553,35.898441558441554,0.34545349474139964,0.020339186485263294,0.4713211209006393,0.3150178284147546,2.4527389101171564,1.0246753246753246,0.8743520672824522,6.744998272660877,15.057686667531737,521.9400098188725,34.6626956280283,3.025504022562521,0,-8.063216228038073e-08,10.801415624999208,577829,E1_main
queue_aware,7,550,36,6,40.0,0.2,149241,0.9248597905401331,0.07514020945986692,6.915556535982428,7.204367506608833,9.831143700173513,35.851168831168835,0.34597919736674276,0.020837911369104706,0.47172701784831583,0.31379376961969824,2.437103803305255,1.0270129870129872,1.4439941739858082,10.415239981470608,15.104090207178674,508.54881698561167,33.669609358126614,3.05167401231258,0,-7.994458428584039e-08,10.936551833990961,577789,E1_main
queue_aware,8,550,36,6,40.0,0.2,148645,0.9322614282350566,0.06773857176494331,6.869290689960027,7.097856656376583,9.819181496089247,35.99376623376624,0.3471386071529499,0.020527201754599513,0.46949630137885506,0.3135317453357869,2.4468333061979997,1.0314285714285714,0.9508795883899381,7.071438058155763,15.156365378862162,527.1208183555849,34.77884078268095,3.09886007848111,0,-7.946437108330429e-08,10.717092083999887,575005,E1_main
queue_aware,9,550,36,6,40.0,0.2,149595,0.9198302082288846,0.08016979177111534,7.028185119478381,7.415977632390665,9.84376906365811,35.740779220779224,0.3447958037738963,0.020308675794495048,0.47368646634326583,0.31330846412535646,2.4855748045688,1.0283116883116883,0.740949073157089,5.523315834909348,15.113155760751011,527.4846114736389,34.902347320704564,3.0789578644002487,0,-8.253300620708615e-08,11.240798500017263,581245,E1_main
orchestrated,0,550,36,6,40.0,0.2,132949,0.9799998495663751,0.020000150433624925,6.018771451267014,5.662415896924601,9.556091582647229,33.84155844155844,0.3095229874663172,0.03671466990399747,0.49556340794999376,0.33154876863105265,5.753092766403312,1.5631168831168831,10.55221293383555,67.30923887550672,15.90130615795504,628.9944103781253,39.55614740890041,3.830648618187176,0,-9.498398867435753e-08,10.312579333025496,510922,E0_validation
orchestrated,1,550,36,6,40.0,0.2,133220,0.9818570785167392,0.01814292148326077,5.949968306029104,5.552877519578518,9.515884695049607,33.97480519480519,0.3102241245885626,0.03664418586742016,0.4947161777703914,0.33162704910096563,5.836975722998701,1.5625974025974025,10.620469219061725,63.22125204680706,15.838183908286563,617.1113110791812,38.963514671420604,3.856201089326731,0,-9.395080269314349e-08,10.369515500002308,509422,E0_validation
orchestrated,2,550,36,6,40.0,0.2,132937,0.9804117739982097,0.01958822600179032,5.938657811637388,5.540309540424884,9.519446700139282,33.85272727272727,0.3102753670408632,0.0360571266739228,0.49571640091025826,0.33042586406620755,5.798910160272776,1.5644155844155845,9.907637932594874,54.902423357779774,15.934595951789989,618.4001661860146,38.80865056490796,3.816031739779415,0,-9.343239071313292e-08,10.239230792009039,508003,E0_validation
orchestrated,0,550,36,6,40.0,0.2,149106,0.9602564618459352,0.039743538154064895,6.4438892732631645,6.294555498206076,9.74272345837824,37.18961038961039,0.3593754781421855,0.042670710411454024,0.4272321872311191,0.32826475678173733,5.51344515330222,1.345974025974026,20.107364367147035,112.96860430917792,15.964387321860963,460.69031379342545,28.857375137884276,3.54128529198801,0,-6.115260475780815e-08,10.868714707990875,571332,E1_main
orchestrated,1,550,36,6,40.0,0.2,149094,0.9621044441761574,0.03789555582384268,6.365821776162219,6.14427246735019,9.729758682215518,37.25818181818182,0.3602152397737238,0.04060211119918317,0.42856921335840537,0.3273020495131856,5.59986564634349,1.3545454545454547,17.749942915359938,104.72755273918781,15.851910446671328,455.29193050176764,28.721581038036483,3.5605885080038404,0,-6.024674803484231e-08,11.061788332997821,568696,E1_main
orchestrated,2,550,36,6,40.0,0.2,148774,0.9642746716496162,0.035725328350383806,6.367029661246232,6.174429420428351,9.720895595235245,37.26207792207792,0.36127860206794143,0.04114625046515393,0.42657961245554815,0.32696206551273993,5.576472489839362,1.3831168831168832,17.67868894823149,103.0225996343714,15.938516723239266,460.98833114894416,28.922912913018866,3.654050928554489,0,-5.882066034246236e-08,11.07215058300062,567415,E1_main
orchestrated,3,550,36,6,40.0,0.2,148559,0.9629103588473267,0.037089641152673346,6.3608686909980285,6.150359166360189,9.715819019525272,37.155584415584414,0.35981346156266814,0.03941189185418702,0.4304417441434107,0.32741303651515097,5.668668988076193,1.3696103896103897,16.133426498133932,101.84932628308198,15.939878185305233,460.8799279230749,28.91364178353346,3.5736644373242825,0,-6.106165528763086e-08,10.915663833991857,567210,E1_main
orchestrated,4,550,36,6,40.0,0.2,148727,0.9611704666940099,0.03882953330599017,6.40436346035467,6.22634486295113,9.736744872601605,37.130389610389614,0.3596630736144506,0.041402905535020185,0.428500382175535,0.327272347759788,5.468288421678201,1.3542857142857143,18.74971171056769,107.73504470933214,15.789233025371562,453.39113914121396,28.71520981498368,3.588174299806966,0,-6.127811502665281e-08,10.991410917020403,569556,E1_main
orchestrated,5,550,36,6,40.0,0.2,148738,0.9616574110180317,0.038342588981968295,6.37482263777798,6.172192258995104,9.73116011145214,37.151948051948054,0.35949272024698814,0.04014800064172742,0.43029391906363496,0.32697926277601724,5.547318338494522,1.3503896103896105,17.36936042196642,97.27772368781747,15.821084434793047,455.08599993092395,28.764526338669835,3.5930515092783937,0,-5.868423613719642e-08,10.956682165997336,567327,E1_main
orchestrated,6,550,36,6,40.0,0.2,148974,0.9576033401801657,0.042396659819834336,6.398291108170027,6.211961472258554,9.741389560256867,37.054025974025976,0.35812581167366764,0.04024377718620918,0.432405985364191,0.32656012236382653,5.6157350047149555,1.3542857142857143,17.358063760304766,98.8472640643279,15.819481381751668,454.29506950409444,28.71744392506697,3.625851932492756,0,-6.263871910050511e-08,11.283197917015059,568489,E1_main
orchestrated,7,550,36,6,40.0,0.2,149241,0.9618067421151024,0.03819325788489758,6.418420259808293,6.257445809153918,9.737030507096884,37.283376623376626,0.3617577528820035,0.04004421031581595,0.42716866619675553,0.32760325684156966,5.542460873160441,1.3644155844155843,16.941216763213763,103.53362952138946,15.909582402953843,456.9532642493039,28.721889278782324,3.843170191737622,0,-5.824949766974896e-08,11.435002499987604,571791,E1_main
orchestrated,8,550,36,6,40.0,0.2,148645,0.9617276060412392,0.03827239395876081,6.392069686428332,6.203817343227274,9.729684347995983,37.13142857142857,0.3598481713415078,0.040079242366852806,0.42963687449057236,0.3269862677435972,5.576165098771733,1.3740259740259742,16.788137915157872,100.92433596854683,15.941876997319307,459.4450601696858,28.820010356807007,3.5779584656739027,0,-6.213122105691582e-08,11.365005291998386,567927,E1_main
orchestrated,9,550,36,6,40.0,0.2,149595,0.9591229653397506,0.04087703466024934,6.4872835502482555,6.383873677432226,9.754077590982389,37.26753246753247,0.36143033168047517,0.03988042479935159,0.4280694023119642,0.3268017711573601,5.674022579401295,1.375064935064935,16.610424943697517,95.46943027710583,15.855178842949076,454.38660282005964,28.658560544848662,3.5405747710841298,0,-5.9169906307943165e-08,11.58372349999263,573835,E1_main
threshold_80,0,550,24,6,40.0,0.2,149106,0.9201977116950357,0.07980228830496425,6.902877868122985,7.16485559924428,9.828920431452765,35.63818181818182,0.3428590828293482,0.03391713884594546,0.4625767099602915,0.3134687543239476,2.1066943088036116,1.0007792207792208,22.619490711030114,100.5413553602028,14.719249250449309,542.5721076595274,36.86139818869942,2.1746620870058884,0,-8.574897947255522e-08,10.956230749987299,574618,E2_chargers_24
