segment,2016,2017,did_log_change
evening charge and go,0.09665308083372132,-0.23954259840576178,-0.3361956792394831
"evening long park, mostly idle",0.13075924030013208,-1.0486144265913804,-1.1793736668915125
midday quick top-up,0.10084265042839241,-0.15440597725014094,-0.25524862767853335
morning charge and go,0.11418375162673665,-0.24612787620403445,-0.3603116278307711
"morning charge, then linger",0.014935886888529029,-0.6367290766263687,-0.6516649635148977
