,sessions,energy_kwh,users,mean_energy,mean_connected_h,mean_idle_h,temp_c,precip_mm,holiday,dow,stations
2015-09-27,64,468.962222,53,7.32753471875,2.0501692708333334,0.3583637152777778,24.25,0.0,False,6,22
2015-09-28,86,690.5466,77,8.029611627906977,2.7484689922480623,0.6883785529715762,21.256976744186044,0.0,False,0,22
2015-09-29,82,579.382335,71,7.065638231707317,2.586131436314363,0.664170054200542,18.332926829268292,0.0,False,1,22
2015-09-30,84,698.5794089999999,78,8.316421535714285,3.0054563492063493,0.7680621693121692,18.558333333333334,0.09404761904761905,False,2,22
2015-10-01,83,673.381539,77,8.113030590361445,2.6727376171352075,0.5890930388219545,19.337349397590362,0.31807228915662655,False,3,22
2015-10-02,93,782.202827,84,8.410783086021505,2.7038291517323776,0.658826164874552,20.78494623655914,0.0,False,4,22
2015-10-03,70,514.842306,62,7.354890085714286,2.397761904761905,0.6906071428571429,18.102857142857143,0.0,False,5,22
2015-10-04,55,419.969748,49,7.6358136,2.825813131313131,0.9909696969696971,20.265454545454542,0.0,False,6,22
2015-10-05,86,722.586996,75,8.402174372093024,2.5316634366925066,0.5208365633074936,18.817441860465117,0.0,False,0,22
2015-10-06,88,675.095301,79,7.671537511363636,2.8681565656565655,0.8658648989898989,19.818181818181817,0.0,False,1,22
2015-10-07,81,605.224679,78,7.471909617283951,2.250428669410151,0.37882030178326476,20.79753086419753,0.0,False,2,22
2015-10-08,92,687.811247,81,7.476209206521739,2.6442632850241545,0.6688707729468599,23.48804347826087,0.0,False,3,22
2015-10-09,76,626.705615,66,8.246126513157895,2.921374269005848,0.8436257309941521,22.367105263157896,0.0,False,4,22
2015-10-10,77,581.409554,71,7.550773428571428,2.0441378066378064,0.3879761904761904,20.574025974025975,0.0,False,5,22
2015-10-11,66,551.391529,59,8.354417106060605,2.084642255892256,0.2558459595959596,22.650000000000002,0.0,False,6,22
2015-10-12,85,796.565597,73,9.371359964705883,3.0752418300653597,0.7734901960784314,25.402352941176467,0.0,True,0,22
2015-10-13,79,662.924685,74,8.391451708860759,2.892644163150492,0.7502777777777777,26.99620253164557,0.0,False,1,22
2015-10-14,73,685.137668,68,9.385447506849314,2.933881278538813,0.6738394216133943,23.81095890410959,0.0,False,2,22
2015-10-15,73,663.998489,68,9.095869712328767,3.0284703196347036,0.7389573820395738,21.94109589041096,0.0,False,3,22
2015-10-16,86,730.998036,79,8.499977162790698,2.6843120155038758,0.5394735142118863,21.161627906976744,0.0,False,4,22
2015-10-17,80,716.215708,67,8.95269635,2.6950243055555556,0.6938576388888889,18.463749999999997,0.0975,False,5,22
2015-10-18,68,480.368687,59,7.064245397058824,2.8177369281045754,1.0374264705882352,18.113235294117647,0.007352941176470588,False,6,22
2015-10-19,70,522.22269,61,7.460324142857142,2.648388888888889,0.6856785714285715,17.791428571428572,0.0,False,0,22
2015-10-20,90,706.45984,77,7.8495537777777775,2.718074074074074,0.6562993827160494,20.2,0.0,False,1,22
2015-10-21,84,716.799819,74,8.533331178571428,2.6149900793650795,0.5627810846560847,20.976190476190474,0.0,False,2,22
2015-10-22,88,661.82385,77,7.520725568181818,2.5111584595959595,0.6627462121212121,21.311363636363637,0.0,False,3,22
2015-10-23,91,828.650461,78,9.106049021978022,2.8472741147741147,0.7706379731379732,21.315384615384616,0.0,False,4,22
2015-10-24,70,590.638073,64,8.437686757142856,3.0334801587301587,1.07,20.725714285714286,0.0,False,5,22
2015-10-25,66,530.994755,56,8.045375075757576,2.6379503367003365,0.8484175084175084,19.054545454545455,0.0,False,6,22
2015-10-26,90,744.825609,80,8.2758401,3.1418055555555555,1.0339783950617283,20.30777777777778,0.0,False,0,22
2015-10-27,91,643.887165,81,7.075683131868131,2.7466514041514043,0.8872954822954823,18.88901098901099,0.004395604395604396,False,1,22
2015-10-28,89,669.817078,77,7.526034584269663,2.5492072409488142,0.6806335830212235,18.083146067415733,0.10112359550561797,False,2,22
