,sessions,energy_kwh,users,mean_energy,mean_connected_h,mean_idle_h,temp_c,precip_mm,holiday,dow,stations
2015-02-06,56,387.388143,51,6.917645410714286,2.49703373015873,0.5599603174603175,14.762500000000001,1.6464285714285716,False,4,22
2015-02-07,48,410.364294,45,8.549256125,2.411724537037037,0.28509837962962964,16.554166666666667,0.06458333333333334,False,5,22
2015-02-08,42,252.44406,39,6.010572857142857,2.1676521164021163,0.5046164021164021,15.80952380952381,1.4023809523809523,False,6,22
2015-02-09,51,387.657454,45,7.601126549019607,2.776764705882353,0.44394335511982574,14.690196078431374,0.0784313725490196,False,0,22
2015-02-10,60,471.392549,48,7.856542483333333,2.641824074074074,0.4701296296296296,13.826666666666666,0.0,False,1,22
2015-02-11,63,549.169693,54,8.716979253968255,3.0695238095238095,0.707420634920635,14.696825396825396,0.0,False,2,22
2015-02-12,55,392.992557,51,7.145319218181818,2.419358585858586,0.45848484848484844,17.027272727272727,0.0,False,3,22
2015-02-13,48,339.074869,41,7.064059770833333,2.4088831018518517,0.3611863425925926,17.366666666666667,0.0,False,4,22
2015-02-14,42,306.938313,37,7.308055071428571,2.06603835978836,0.4803108465608466,19.585714285714285,0.0,False,5,22
2015-02-15,43,259.824522,34,6.0424307441860465,2.062215762273902,0.5247739018087855,19.15813953488372,0.0,False,6,22
2015-02-16,42,339.33346,36,8.079368095238095,2.5491931216931216,0.507744708994709,16.530952380952378,0.0,True,0,22
2015-02-17,51,420.950865,47,8.253938529411766,2.969259259259259,0.6960675381263618,13.056862745098039,0.0,False,1,22
2015-02-18,57,457.365201,53,8.023950894736842,2.4959892787524365,0.3471442495126706,13.694736842105264,0.0,False,2,22
2015-02-19,55,369.01517,50,6.7093667272727275,2.2420050505050506,0.2823080808080808,14.52,0.0,False,3,22
2015-02-20,48,328.011666,44,6.833576375,2.318304398148148,0.34585069444444444,15.606250000000001,0.0,False,4,22
2015-02-21,51,329.152914,44,6.453978705882353,1.6527995642701523,0.20310457516339867,16.28627450980392,0.0,False,5,22
2015-02-22,42,311.228164,40,7.4101943809523805,1.8880423280423282,0.20248015873015873,14.880952380952381,0.0,False,6,22
2015-02-23,56,382.945183,47,6.838306839285714,2.0447172619047618,0.2908878968253968,12.330357142857142,0.0,False,0,22
2015-02-24,64,488.329544,60,7.630149125,2.328845486111111,0.40696180555555556,14.159375,0.0,False,1,22
2015-02-25,70,514.214148,59,7.3459164,2.4820714285714285,0.4732579365079365,14.235714285714286,0.0,False,2,22
2015-02-26,57,514.562874,51,9.027418842105263,2.934337231968811,0.5270029239766082,15.378947368421054,0.0,False,3,22
2015-02-27,57,421.193502,49,7.389359684210527,2.7863401559454193,0.6949512670565302,12.884210526315789,0.0035087719298245615,False,4,22
2015-02-28,53,358.191707,49,6.758334094339623,1.9916981132075473,0.19841719077568132,12.235849056603774,0.13018867924528302,False,5,22
2015-03-01,41,323.73797,38,7.8960480487804885,1.9183197831978318,0.26102981029810296,14.424390243902439,0.0,False,6,22
2015-03-02,49,375.521098,40,7.66369587755102,2.7598185941043085,0.5826303854875283,11.577551020408162,0.034693877551020415,False,0,22
2015-03-03,53,447.88464600000003,46,8.450653698113209,2.5333962264150944,0.4112002096436059,13.971698113207546,0.0,False,1,22
2015-03-04,52,415.945664,49,7.998955076923077,2.6047863247863248,0.45498397435897436,15.346153846153847,0.0,False,2,22
2015-03-05,57,459.290725,51,8.05773201754386,2.775711500974659,0.6143762183235868,15.319298245614034,0.0,False,3,22
2015-03-06,52,367.814761,49,7.073360788461538,2.3775160256410257,0.3750534188034188,17.18076923076923,0.0,False,4,22
2015-03-07,50,411.978318,46,8.23956636,2.345472222222222,0.5452166666666666,18.988,0.0,False,5,22
2015-03-08,40,247.056374,35,6.17640935,2.0417708333333335,0.41133333333333333,17.605,0.0,False,6,22
2015-03-09,50,452.95928,42,9.0591856,2.7391944444444443,0.39409444444444447,16.308,0.0,False,0,22
2015-03-10,52,367.999708,47,7.076917461538462,2.6267735042735043,0.5397168803418804,16.632692307692306,0.0,False,1,22
2015-03-11,56,399.682291,52,7.1371837678571435,2.5434573412698414,0.5192261904761905,15.051785714285714,0.019642857142857146,False,2,22
2015-03-12,62,449.789308,54,7.254666258064516,2.8083064516129035,0.8065770609318996,17.37741935483871,0.0,False,3,22
2015-03-13,46,402.788427,41,8.756270152173913,2.804673913043478,0.5891908212560386,18.82391304347826,0.0,False,4,22
2015-03-14,62,378.539516,54,6.105476064516129,2.0577105734767023,0.49238799283154117,22.866129032258065,0.0,False,5,22
2015-03-15,50,309.061475,45,6.1812295,1.878438888888889,0.4474222222222222,19.794,0.0,False,6,22
2015-03-16,47,327.651036,40,6.971298638297871,2.761826241134752,0.7810638297872341,17.58723404255319,0.0,False,0,22
2015-03-17,47,384.139406,43,8.17317885106383,2.5366489361702125,0.2999645390070922,15.708510638297872,0.0,False,1,22
2015-03-18,61,377.515591,53,6.188780180327869,2.213479052823315,0.4597632058287796,16.808196721311475,0.0,False,2,22
2015-03-19,54,453.41129,48,8.39650537037037,2.4241769547325105,0.3107716049382716,18.946296296296296,0.0,False,3,22
2015-03-20,47,327.499125,42,6.968066489361702,2.296471631205674,0.36649527186761227,17.75744680851064,0.0,False,4,22
2015-03-21,52,370.9687,42,7.134013461538462,2.2877938034188032,0.5920833333333333,17.540384615384617,0.0,False,5,22
2015-03-22,44,424.42347,42,9.645987954545454,2.748642676767677,0.6666540404040404,16.386363636363637,0.03636363636363637,False,6,22
2015-03-23,53,381.246636,50,7.193332754716981,2.5024371069182387,0.5800471698113208,14.59811320754717,0.018867924528301886,False,0,22
2015-03-24,59,459.074593,55,7.780925305084746,2.6573587570621466,0.6415395480225988,15.683050847457626,0.0033898305084745766,False,1,22
2015-03-25,61,417.110048,54,6.837869639344262,2.4337978142076504,0.5152140255009108,18.1655737704918,0.0,False,2,22
2015-03-26,56,441.117604,48,7.877100071428571,2.8146478174603176,0.6766121031746032,21.43392857142857,0.0,False,3,22
2015-03-27,53,330.68625,48,6.23936320754717,2.347101677148847,0.45143605870020964,17.71320754716981,0.0,False,4,22
2015-03-28,54,429.810661,45,7.9594566851851845,2.513528806584362,0.5365174897119341,19.10925925925926,0.0,False,5,22
2015-03-29,53,319.854805,46,6.034996320754717,1.9371331236897273,0.4158018867924528,21.27169811320755,0.0,False,6,22
2015-03-30,55,465.134617,48,8.456993036363636,2.79129797979798,0.7068131313131314,17.743636363636362,0.0,False,0,22
2015-03-31,61,376.958887,52,6.1796538852459015,2.4766074681238615,0.6083287795992715,14.78360655737705,0.0,False,1,22
2015-04-01,56,520.587905,48,9.296212589285714,3.0405704365079367,0.711656746031746,13.303571428571429,0.0,False,2,22
2015-04-02,54,435.975388,47,8.073618296296296,2.704408436213992,0.42403292181069957,15.675925925925926,0.0,False,3,22
2015-04-03,49,353.148281,42,7.207107775510204,2.695719954648526,0.6773809523809523,17.214285714285715,0.0,False,4,22
2015-04-04,51,398.949567,47,7.822540529411765,2.340566448801743,0.5356045751633987,14.331372549019607,0.0,False,5,22
2015-04-05,38,266.542124,33,7.014266421052632,2.008406432748538,0.30950292397660817,12.73421052631579,0.10526315789473684,False,6,22
2015-04-06,52,444.629024,49,8.550558153846154,2.6879220085470084,0.3861805555555555,12.988461538461538,0.00576923076923077,False,0,22
2015-04-07,60,432.165503,52,7.202758383333333,2.6583287037037038,0.6774305555555556,11.936666666666667,0.5333333333333333,False,1,22
2015-04-08,58,446.124759,47,7.691806189655172,2.797030651340996,0.6928687739463603,13.782758620689656,0.0,False,2,22
2015-04-09,61,464.812594,55,7.6198785901639345,2.41724043715847,0.5396448087431694,15.10327868852459,0.0,False,3,22
2015-04-10,41,309.453858,39,7.547655073170732,2.885779132791328,0.8232317073170731,16.158536585365855,0.0,False,4,22
2015-04-11,56,458.664758,49,8.190442107142857,2.1524950396825395,0.40263392857142855,17.210714285714285,0.0,False,5,22
2015-04-12,39,237.621273,35,6.092853153846154,2.266545584045584,0.7051282051282052,19.092307692307692,0.0,False,6,22
2015-04-13,52,422.81417999999996,49,8.131041923076923,2.853418803418803,0.8679594017094018,14.259615384615385,0.0,False,0,22
2015-04-14,64,442.900653,59,6.920322703125,2.538025173611111,0.6128168402777777,14.0234375,0.0,False,1,22
2015-04-15,60,462.350497,55,7.705841616666667,3.0131666666666663,0.8110416666666667,16.39,0.0,False,2,22
2015-04-16,51,426.62417700000003,47,8.365179941176471,2.8658496732026144,0.5811383442265795,19.63921568627451,0.0,False,3,22
2015-04-17,54,375.845509,47,6.960102018518518,2.231856995884774,0.4992592592592593,20.37777777777778,0.0,False,4,22
2015-04-18,48,362.301327,44,7.5479443125,2.247309027777778,0.6281770833333333,19.195833333333333,0.0,False,5,22
2015-04-19,46,357.84466199999997,39,7.779231782608695,2.1120591787439613,0.39843599033816424,18.406521739130437,0.0,False,6,22
2015-04-20,58,413.949564,52,7.137061448275862,2.380886015325671,0.4740948275862069,15.83448275862069,0.0,False,0,22
2015-04-21,57,432.984918,52,7.596226631578947,2.9039571150097463,0.714088693957115,13.521052631578948,0.0,False,1,22
2015-04-22,58,426.532186,52,7.354003206896552,2.532662835249042,0.5704837164750958,15.120689655172415,0.0,False,2,22
2015-04-23,57,450.682675,48,7.906713596491229,2.709395711500975,0.5926754385964912,14.687719298245614,0.0,False,3,22
2015-04-24,58,360.535625,50,6.2161314655172415,2.36073275862069,0.5834770114942529,13.270689655172415,0.0,False,4,22
2015-04-25,62,436.612079,52,7.042130306451613,2.014937275985663,0.35708333333333336,13.703225806451613,0.004838709677419356,False,5,22
2015-04-26,51,372.347308,46,7.300927607843137,2.004155773420479,0.2851742919389978,16.08627450980392,0.0,False,6,22
2015-04-27,59,443.094643,47,7.510078694915254,2.7384745762711864,0.7946139359698681,20.47627118644068,0.0,False,0,22
2015-04-28,66,552.032678,59,8.364131484848485,2.8148905723905724,0.551043771043771,15.771212121212123,0.0,False,1,22
2015-04-29,56,395.812299,50,7.068076767857143,2.6016220238095236,0.6126934523809524,17.20714285714286,0.0,False,2,22
2015-04-30,70,492.168066,58,7.030972371428572,2.5115515873015872,0.7611666666666667,23.585714285714285,0.0,False,3,22
2015-05-01,56,476.888327,48,8.515862982142858,2.918923611111111,0.8592410714285714,21.32857142857143,0.0,False,4,22
2015-05-02,58,478.022836,54,8.241773034482758,2.1695114942528737,0.2901293103448276,19.18103448275862,0.0,False,5,22
2015-05-03,43,414.925292,34,9.649425395348837,3.0570801033591732,0.7709108527131783,16.346511627906978,0.0,False,6,22
2015-05-04,61,519.9261260000001,53,8.5233791147541,2.8065755919854283,0.47988160291438975,14.142622950819673,0.0,False,0,22
2015-05-05,68,518.705835,57,7.628026985294118,2.802426470588235,0.5499183006535948,14.498529411764705,0.0,False,1,22
2015-05-06,60,441.198283,51,7.353304716666667,2.5337546296296294,0.570574074074074,15.67,0.0,False,2,22
2015-05-07,62,499.175098,52,8.051211258064516,2.7056899641577057,0.5938888888888888,15.779032258064515,0.0,False,3,22
2015-05-08,60,480.332819,56,8.005546983333334,2.844828703703704,0.7201296296296297,16.618333333333332,0.0,False,4,22
2015-05-09,60,465.706168,53,7.761769466666666,2.1056898148148147,0.3143425925925926,15.558333333333334,0.0,False,5,22
2015-05-10,43,341.497632,37,7.941805395348838,2.495064599483204,0.6605232558139534,15.73720930232558,0.0,False,6,22
2015-05-11,55,398.010487,49,7.236554309090909,2.309828282828283,0.43764141414141416,13.361818181818181,0.0,False,0,22
2015-05-12,58,471.786891,53,8.13425674137931,2.720038314176245,0.5451053639846744,13.02241379310345,0.0,False,1,22
2015-05-13,58,484.77975200000003,52,8.358271586206897,2.742567049808429,0.5743055555555555,14.151724137931033,0.0,False,2,22
2015-05-14,51,411.003878,44,8.058899568627451,2.7906862745098038,0.7564433551198256,14.27843137254902,0.09607843137254903,False,3,22
2015-05-15,59,524.908941,52,8.896761711864407,2.9215112994350285,0.7424529190207156,14.686440677966102,0.0,False,4,22
2015-05-16,52,393.804626,46,7.573165884615384,2.0627297008547005,0.47879273504273506,15.294230769230769,0.0,False,5,22
2015-05-17,50,395.654637,45,7.91309274,2.2773833333333333,0.41888888888888887,14.88,0.0,False,6,22
2015-05-18,57,486.57667,51,8.536432807017544,2.6501169590643276,0.44126218323586747,14.410526315789474,0.0,False,0,22
2015-05-19,71,547.691587,52,7.713966014084507,2.493345070422535,0.500133020344288,14.728169014084507,0.0,False,1,22
2015-05-20,62,439.38419,56,7.086841774193548,2.429991039426523,0.44860663082437274,15.288709677419355,0.0,False,2,22
2015-05-21,60,475.98447699999997,50,7.933074616666667,2.210351851851852,0.2534027777777778,15.161666666666667,0.03166666666666667,False,3,22
2015-05-22,68,458.955604,60,6.7493471176470585,2.6411070261437906,0.463656045751634,15.913235294117646,0.0029411764705882353,False,4,22
2015-05-23,59,433.414858,51,7.346014542372881,1.9467514124293785,0.3130225988700565,15.238983050847459,0.0,False,5,22
2015-05-24,45,331.104168,39,7.3578704,1.9800617283950617,0.33335185185185184,16.206666666666667,0.0,False,6,22
2015-05-25,40,277.50645,37,6.93766125,2.2808055555555553,0.6785763888888889,16.4675,0.0,True,0,22
2015-05-26,65,457.92264,59,7.044963692307692,2.6008076923076926,0.41352564102564104,16.2,0.0,False,1,22
2015-05-27,66,465.397046,56,7.051470393939394,2.302436868686869,0.38916666666666666,16.327272727272724,0.0,False,2,22
2015-05-28,58,448.805065,53,7.738018362068965,2.768314176245211,0.7374329501915708,16.129310344827587,0.0,False,3,22
2015-05-29,55,358.351328,50,6.515478690909092,2.181388888888889,0.35520707070707075,17.02909090909091,0.0,False,4,22
2015-05-30,62,531.020717,55,8.564850274193548,2.54081541218638,0.6279166666666667,19.85,0.0,False,5,22
2015-05-31,58,501.674724,50,8.649564206896553,2.6987978927203065,0.8126149425287357,17.424137931034483,0.0,False,6,22
2015-06-01,61,488.39258,56,8.006435737704917,2.5463979963570127,0.42790072859744993,17.837704918032784,0.0,False,0,22
2015-06-02,58,366.150477,48,6.31293925862069,2.520823754789272,0.8326340996168583,17.07241379310345,0.0,False,1,22
2015-06-03,65,507.219039,53,7.803369830769231,2.954423076923077,0.7619145299145299,15.770769230769229,0.0,False,2,22
2015-06-04,56,414.867247,49,7.408343696428572,2.5596626984126982,0.6588789682539682,18.14464285714286,0.0,False,3,22
2015-06-05,62,439.140409,55,7.082909822580644,2.5087544802867385,0.5877419354838709,20.375806451612902,0.0,False,4,22
2015-06-06,54,360.637292,48,6.67846837037037,2.141954732510288,0.5986625514403293,21.05925925925926,0.0,False,5,22
2015-06-07,50,407.45016,42,8.1490032,2.3175,0.5744166666666666,23.965999999999998,0.0,False,6,22
2015-06-08,53,429.574997,49,8.10518862264151,3.319318658280922,0.9743238993710692,26.59622641509434,0.0,False,0,22
2015-06-09,54,361.363245,48,6.691911944444445,2.1804732510288067,0.40271604938271605,22.14074074074074,0.0,False,1,22
2015-06-10,57,410.18584500000003,47,7.196242894736843,2.595492202729045,0.6263011695906432,20.942105263157895,0.043859649122807015,False,2,22
2015-06-11,56,459.826553,48,8.21118844642857,2.557857142857143,0.6390724206349206,23.273214285714285,0.0,False,3,22
2015-06-12,52,314.865232,49,6.055100615384616,2.167104700854701,0.4053258547008547,23.61923076923077,0.0,False,4,22
2015-06-13,48,298.537865,45,6.219538854166667,1.7234837962962963,0.1850752314814815,22.45625,0.0,False,5,22
2015-06-14,51,422.362051,44,8.281608843137255,2.8034694989106757,0.8627995642701526,20.243137254901963,0.0,False,6,22
2015-06-15,58,441.5908,50,7.613634482758621,2.579980842911877,0.6312931034482759,18.227586206896554,0.0,False,0,22
2015-06-16,53,340.64853899999997,51,6.4273309245283015,2.2229926624737946,0.2728406708595388,19.296226415094342,0.0,False,1,22
2015-06-17,61,438.08756999999997,56,7.18176344262295,2.4588570127504554,0.5915482695810564,21.249180327868853,0.0,False,2,22
2015-06-18,54,337.904868,47,6.257497555555556,2.4406893004115227,0.6007510288065844,19.625925925925927,0.0,False,3,22
2015-06-19,47,305.681033,45,6.503851765957447,2.270543735224586,0.4012529550827423,20.772340425531915,0.0,False,4,22
2015-06-20,37,284.006831,36,7.675860297297296,2.1695795795795796,0.478018018018018,22.2972972972973,0.0,False,5,22
2015-06-21,31,269.416807,27,8.690864741935483,2.803378136200717,0.7093010752688174,19.5,0.0,False,6,22
2015-06-22,49,343.512427,45,7.010457693877551,2.0982086167800453,0.2975907029478458,18.33061224489796,0.0,False,0,22
2015-06-23,43,308.577818,37,7.176228325581395,2.5538695090439276,0.596828165374677,18.548837209302327,0.0,False,1,22
2015-06-24,51,310.052135,47,6.079453627450981,2.4891503267973856,0.6979411764705882,20.180392156862744,0.0,False,2,22
2015-06-25,45,310.550743,41,6.901127622222223,2.770283950617284,0.8297839506172839,25.560000000000002,0.0,False,3,22
2015-06-26,53,374.654913,45,7.06896062264151,2.6633647798742137,0.8101310272536687,23.590566037735847,0.0,False,4,22
2015-06-27,34,262.923443,30,7.7330424411764715,2.7050571895424835,0.7170996732026144,21.83529411764706,0.0,False,5,22
2015-06-28,30,219.534299,29,7.317809966666667,2.4172592592592594,0.692574074074074,21.376666666666665,0.0,False,6,22
2015-06-29,55,366.24605,46,6.659019090909092,2.5121060606060603,0.6846161616161616,21.036363636363635,0.0,False,0,22
2015-06-30,59,415.862466,50,7.048516372881355,2.410908662900188,0.5215065913370998,26.159322033898306,0.0,False,1,22
2015-07-01,44,409.77405799999997,38,9.313046772727272,3.051963383838384,0.783219696969697,26.31590909090909,0.0,False,2,22
2015-07-02,50,348.843587,43,6.97687174,2.5265166666666667,0.6511555555555555,23.831999999999997,0.036000000000000004,False,3,22
2015-07-03,42,330.391841,34,7.866472404761905,2.53765873015873,0.7192592592592593,22.642857142857142,0.1261904761904762,True,4,22
2015-07-04,32,258.028138,30,8.0633793125,3.013480902777778,1.1039756944444445,21.896875,0.0,False,5,22
2015-07-05,35,261.548247,32,7.472807057142857,2.3140079365079367,0.551436507936508,21.951428571428572,0.0,False,6,22
2015-07-06,55,476.788833,47,8.668887872727273,3.0459545454545456,0.7217979797979798,20.425454545454546,0.0,False,0,22
2015-07-07,55,425.785205,46,7.741549181818182,2.527242424242424,0.5361717171717172,19.87090909090909,0.0,False,1,22
2015-07-08,52,414.439961,44,7.96999925,2.7774091880341882,0.5868002136752136,18.390384615384615,0.0,False,2,22
2015-07-09,42,275.781662,37,6.566230047619047,2.638320105820106,0.7231084656084656,19.007142857142856,0.0,False,3,22
2015-07-10,50,420.257584,46,8.40515168,3.395755555555555,1.2494444444444444,18.682000000000002,0.152,False,4,22
2015-07-11,43,332.028233,37,7.721586813953488,1.8634431524547805,0.1678294573643411,20.70232558139535,0.0,False,5,22
2015-07-12,43,307.52153599999997,38,7.151663627906976,2.4243023255813956,0.7203165374677003,21.106976744186046,0.0,False,6,22
2015-07-13,49,364.129228,43,7.431208734693878,2.8655158730158727,0.7904705215419501,19.897959183673468,0.0,False,0,22
2015-07-14,56,450.08477,50,8.037228035714286,2.5878968253968253,0.5057440476190476,19.151785714285715,0.0,False,1,22
2015-07-15,61,419.817528,51,6.882254557377049,2.497654826958106,0.49123406193078323,21.719672131147544,0.0,False,2,22
2015-07-16,57,395.862029,49,6.944947877192982,2.2017592592592594,0.33591617933723195,22.628070175438594,0.0,False,3,22
2015-07-17,54,389.361689,51,7.2104016481481485,2.3527366255144035,0.49551954732510284,22.50185185185185,0.0,False,4,22
2015-07-18,48,297.999559,41,6.208324145833333,2.145792824074074,0.5443634259259259,21.962500000000002,0.0,False,5,22
2015-07-19,42,332.144638,41,7.9082056666666665,2.5415674603174603,0.7356746031746032,25.49761904761905,0.08095238095238096,False,6,22
2015-07-20,47,361.010646,41,7.681077574468086,2.244184397163121,0.3781855791962174,26.370212765957447,0.0,False,0,22
2015-07-21,56,444.40036299999997,49,7.935720767857142,2.7322420634920634,0.529171626984127,21.47142857142857,0.0,False,1,22
2015-07-22,54,415.080014,47,7.686666925925926,2.8852417695473247,0.8144855967078188,19.324074074074073,0.0,False,2,22
2015-07-23,57,384.927027,52,6.753105736842105,2.77083820662768,0.6626120857699805,18.36140350877193,0.0,False,3,22
2015-07-24,51,352.586703,48,6.913464764705882,2.284199346405229,0.5629793028322441,20.60588235294118,0.0,False,4,22
2015-07-25,47,345.085331,40,7.342241085106383,2.285141843971631,0.6520212765957447,21.074468085106382,0.0,False,5,22
2015-07-26,50,258.67385,36,5.173477,1.8105944444444444,0.5848833333333333,21.12,0.0,False,6,22
2015-07-27,47,342.565905,41,7.288636276595744,2.5162765957446807,0.4527718676122931,22.5468085106383,0.0,False,0,22
2015-07-28,58,385.723594,52,6.650406793103448,2.240938697318008,0.39107758620689653,27.682758620689654,0.0,False,1,22
2015-07-29,63,492.248501,52,7.81346826984127,2.6299867724867725,0.4744400352733686,27.73015873015873,0.0,False,2,22
2015-07-30,75,539.868466,64,7.198246213333333,2.337462962962963,0.49495925925925927,24.154666666666664,0.0,False,3,22
2015-07-31,70,560.286808,61,8.004097257142856,2.434765873015873,0.3961388888888889,22.80142857142857,0.0,False,4,22
2015-08-01,55,326.424062,46,5.9349829454545455,2.186338383838384,0.7228636363636364,23.396363636363635,0.0,False,5,22
2015-08-02,44,338.956357,42,7.703553568181818,2.413882575757576,0.6859027777777778,21.625,0.0,False,6,22
2015-08-03,70,583.726857,67,8.3389551,2.608174603174603,0.4077936507936508,20.38142857142857,0.0,False,0,22
2015-08-04,70,602.466227,66,8.606660385714285,2.7751111111111113,0.5500674603174603,19.970000000000002,0.002857142857142857,False,1,22
2015-08-05,71,647.467681,65,9.119263112676055,3.0846635367762127,0.7911619718309859,21.89718309859155,0.0,False,2,22
2015-08-06,74,488.356254,66,6.599408837837838,2.305788288288288,0.5151013513513514,23.10810810810811,0.0,False,3,22
2015-08-07,74,615.760308,64,8.321085243243243,2.5770232732732734,0.47306306306306306,21.53648648648649,0.0,False,4,22
2015-08-08,63,390.745352,53,6.202307174603175,1.9965343915343916,0.49689594356261024,21.285714285714285,0.0,False,5,22
2015-08-09,49,347.72159,45,7.0963589795918365,2.451167800453515,0.7533163265306123,22.185714285714283,0.0,False,6,22
2015-08-10,72,539.10114,63,7.487515833333333,2.7249189814814816,0.6923533950617284,20.491666666666664,0.0,False,0,22
2015-08-11,70,545.650325,64,7.795004642857142,2.4643055555555557,0.4734285714285714,20.952857142857145,0.0,False,1,22
2015-08-12,77,543.607325,67,7.059835389610389,2.450822510822511,0.4436435786435786,21.963636363636365,0.0,False,2,22
2015-08-13,61,549.091856,56,9.001505836065574,2.9480555555555554,0.7960519125683061,21.334426229508196,0.0,False,3,22
2015-08-14,70,496.021021,63,7.0860145857142856,2.216361111111111,0.43649603174603174,21.525714285714287,0.0,False,4,22
2015-08-15,63,556.054359,55,8.826259666666667,2.467720458553792,0.5098500881834215,29.63968253968254,0.0,False,5,22
2015-08-16,76,599.938976,65,7.8939338947368425,2.0356542397660817,0.31612938596491225,31.39736842105263,0.0,False,6,22
2015-08-17,73,621.62201,66,8.51537,2.8459779299847794,0.6570281582952816,27.267123287671232,0.0,False,0,22
2015-08-18,78,617.243726,68,7.913381102564103,2.3968482905982906,0.4169586894586894,22.997435897435896,0.0,False,1,22
2015-08-19,75,600.158866,66,8.002118213333333,2.496411111111111,0.4666888888888889,20.637333333333334,0.0,False,2,22
2015-08-20,74,566.944955,61,7.661418310810811,2.56725975975976,0.5753265765765766,20.32702702702703,0.0,False,3,22
2015-08-21,86,573.35319,77,6.666897558139535,2.420287467700258,0.6225968992248062,19.872093023255815,0.0,False,4,22
2015-08-22,67,436.638647,59,6.516994731343283,1.9076616915422886,0.3911318407960199,21.66268656716418,0.0,False,5,22
2015-08-23,58,491.032709,53,8.466081189655172,2.786772030651341,0.8822078544061303,22.06551724137931,0.0,False,6,22
2015-08-24,75,638.428226,64,8.512376346666667,2.6254851851851853,0.547437037037037,21.488,0.0,False,0,22
2015-08-25,78,642.514318,67,8.23736305128205,2.614750712250712,0.4803311965811966,22.298717948717947,0.0,False,1,22
2015-08-26,89,684.131346,77,7.686869056179775,2.7168508114856427,0.7854057428214731,23.98314606741573,0.0,False,2,22
2015-08-27,78,534.532047,67,6.852974961538462,2.2184330484330483,0.462514245014245,26.725641025641025,0.0,False,3,22
2015-08-28,77,573.120677,71,7.4431256753246755,2.4015584415584414,0.360988455988456,27.27662337662338,0.0,False,4,22
2015-08-29,67,583.323907,55,8.706326970149254,2.3896890547263685,0.5043117744610283,22.261194029850746,0.0,False,5,22
2015-08-30,54,424.687455,50,7.8645825,2.431836419753086,0.6869598765432099,21.46666666666667,0.0,False,6,22
2015-08-31,80,654.619983,71,8.1827497875,2.882125,0.8581562500000001,22.1175,0.0,False,0,22
2015-09-01,79,618.619532,71,7.830626987341772,2.646135724331927,0.6590471167369901,20.453164556962026,0.0,False,1,22
2015-09-02,78,612.866253,70,7.857259653846154,2.4043874643874643,0.462752849002849,19.215384615384615,0.0,False,2,22
2015-09-03,77,583.220657,70,7.574294246753246,2.666439393939394,0.7541233766233766,18.674025974025977,0.0,False,3,22
2015-09-04,71,582.423547,66,8.203148549295774,2.6782942097026603,0.632539123630673,17.91830985915493,0.0,False,4,22
2015-09-05,56,391.483901,47,6.9907839464285715,1.841736111111111,0.25458829365079366,23.0,0.0,False,5,22
2015-09-06,52,416.273869,45,8.00526671153846,2.291778846153846,0.532008547008547,25.59807692307692,0.0,False,6,22
2015-09-07,49,504.379569,43,10.293460591836734,3.073934240362812,0.8827267573696146,27.893877551020406,0.0,True,0,22
2015-09-08,83,681.451,70,8.210253012048193,2.8036880856760376,0.6118239625167337,29.612048192771088,0.0,False,1,22
2015-09-09,88,726.10305,78,8.251171022727274,2.5007323232323233,0.5031881313131313,30.405681818181815,0.0,False,2,22
2015-09-10,89,688.218912,82,7.732796764044944,2.725652309612984,0.7163951310861423,30.017977528089887,0.0,False,3,22
2015-09-11,93,698.558783,85,7.5113847634408595,3.0691308243727597,1.1531242532855437,27.0,0.0,False,4,22
2015-09-12,71,523.985272,60,7.380074253521127,2.8053638497652584,1.0760602503912362,21.877464788732393,0.014084507042253521,False,5,22
2015-09-13,73,596.253495,64,8.16785609589041,2.443976407914764,0.5829680365296803,24.958904109589042,0.0,False,6,22
2015-09-14,82,703.757525,74,8.582408841463414,2.812608401084011,0.7672730352303523,18.992682926829268,0.0,False,0,22
2015-09-15,87,772.314697,79,8.877180425287357,2.940153256704981,0.8853448275862069,17.78390804597701,0.0,False,1,22
2015-09-16,74,553.696156,68,7.482380486486486,2.771201201201201,0.8345908408408409,18.58108108108108,0.0,False,2,22
2015-09-17,97,769.122838,87,7.929101422680413,2.7978522336769758,0.8769043528064147,19.905154639175258,0.0010309278350515464,False,3,22
2015-09-18,97,615.60926,85,6.346487216494845,2.466168384879725,0.7690664375715922,22.163917525773197,0.0,False,4,22
2015-09-19,80,675.5790020000001,70,8.444737525,2.5138680555555557,0.6500868055555555,26.39375,0.0,False,5,22
2015-09-20,68,589.765629,56,8.673023955882353,2.164076797385621,0.32281454248366015,30.57058823529412,0.0,False,6,22
2015-09-21,83,682.680835,72,8.22507030120482,2.8683868808567605,0.8074631860776439,28.596385542168676,0.0,False,0,22
2015-09-22,88,707.184583,80,8.036188443181818,2.5667708333333334,0.6053188131313131,18.882954545454545,0.0,False,1,22
2015-09-23,92,705.975737,76,7.673649315217391,2.596554951690821,0.5504528985507247,21.958695652173912,0.0,False,2,22
2015-09-24,94,714.707858,83,7.603275085106383,2.527207446808511,0.5594296690307329,25.59255319148936,0.0,False,3,22
2015-09-25,101,811.623866,86,8.035879861386139,2.4506958195819584,0.38916666666666666,23.972277227722774,0.0,False,4,22
2015-09-26,86,698.235449,75,8.119016848837209,2.517690568475452,0.656514857881137,24.363953488372093,0.0,False,5,22
